,author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
90,Joe Rossignol,iPhone 17 Pro and Pro Max Rumored to Feature Easier Battery Removal,"The batteries inside the iPhone 16 and iPhone 16 Plus use an innovative type of adhesive that can be loosened with low-voltage electrical current from a 9V battery, USB-C charger, or another power source. While this change does not apply to iPhone 16 Pro mode…",https://www.macrumors.com/2024/10/10/iphone-17-pro-electrical-battery-removal-rumor/,https://images.macrumors.com/t/g5hvs3IEgunjZdD4OIPGFO5jVso=/1600x/article-new/2024/10/iPhone-16-Pro-Battery.jpg,2024-10-10T14:29:17Z,"The batteries inside the iPhone 16 and iPhone 16 Plus use an innovative type of adhesive that can be loosened with low-voltage electrical current from a 9V battery, USB-C charger, or another power so… [+1194 chars]",,MacRumors
91,Todd Feathers,The Crusade to Replace Passwords With Passkeys Just Got More Fuel,The FIDO Alliance released an online resource to explain why passkey technology is superior to passwords and how businesses can adopt it.,https://gizmodo.com/an-industry-group-wants-you-to-replace-your-passwords-with-passkeys-2000512254,https://gizmodo.com/app/uploads/2024/10/passkey-fido-alliance.jpg,2024-10-16T11:00:17Z,"A global tech industry group devoted to ending the internet’s dependence on passwords has released a set of resources that it hopes will usher in a new paradigm for how we sign in to things online.
… [+2242 chars]",,Gizmodo.com
92,Katelyn Chedraoui,This Beats' Pill Speaker Is Still at a Record Low Price Post-Prime Day,"If you're looking for a mini speaker you can take on the go, the Beats Pill is a great choice and it's still at a great price.",https://www.cnet.com/deals/this-beats-pill-speaker-is-still-at-a-record-low-price-post-prime-day/,https://www.cnet.com/a/img/resize/2b69ae2ef6c16034486d549031eb8d5d8f3e9cba/hub/2024/10/08/88e6b1a6-f50b-4512-a227-65b07dbc4265/beats-pill-pd.png?auto=webp&fit=crop&height=675&width=1200,2024-10-10T19:32:41Z,"It's no surprise to see a record-low price during Prime Day. Sadly, Prime Day is now over. But if you didn't get a chance to shop, don't worry because there are still lots of live deals you can shop.… [+1146 chars]",,CNET
93,Brittany Vincent,Amazon Still Offers iPad 9 at Prime Day Price to Combat Prime Day FOMO,"If you've had your eye on a new iPad, now's the time to snag one for nearly half-off at Amazon.",https://gizmodo.com/amazon-still-offers-ipad-9-at-prime-day-price-to-combat-prime-day-fomo-2000511184,https://gizmodo.com/app/uploads/2024/10/Untitled-design-7.jpg,2024-10-11T18:30:15Z,"If you’re in the market for a versatile and affordable tablet, the 9th-generation iPad is an excellent choice for just about anyone. Whether you’re a student, a professional who needs to work on the … [+2144 chars]",,Gizmodo.com
94,Mike Fazioli,Smart Gift Choice with LumiCharge Multifunctional Desk Lamps Up to 60% Off!,Take charge of your desktops and night stands during this massive sale at LumiCharge.,https://gizmodo.com/smart-gift-choice-with-lumicharge-multifunctional-desk-lamps-up-to-60-off-2000512368,https://gizmodo.com/app/uploads/2024/10/Lumicharge-desk-lamps.jpeg,2024-10-16T16:22:47Z,"If your desk or night stand is a disorganized jumble of charging cords, you’re hardly alone. The need to keep our cellphones and other mobile devices handy and charged at all times can create an octo… [+2362 chars]",,Gizmodo.com
95,Mariella Moon,Google wants to put the consequences of its Epic antitrust ruling on pause during appeal,"Google has formally filed a motion [PDF] asking the 9th Circuit Court of Appeals to put a pause on the order that forces the company to open the Play store to competitors. If you'll recall, Google lost an antitrust lawsuit filed by Epic Games after a federal …",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_3d2e4e73-021d-41f5-a732-1f592b658151,,2024-10-17T02:03:54Z,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",,Yahoo Entertainment
96,Tim Hardwick,iPhone SE 4 Case Leak Suggests Device May Not Feature Action Button,"Serial leaker Sonny Dickson has shared an image on social media purporting to show a case designed for Apple's unannounced iPhone SE 4. The case aligns with most rumors about the device, expected to launch in the spring, but there is one difference.





Rumo…",https://www.macrumors.com/2024/10/14/iphone-se-4-case-leak-no-action-button/,https://images.macrumors.com/t/KkEtcGzO12V5eKcf75Yo34LZCMY=/2500x/article-new/2024/05/iPhone-SE-4-Thumb-1.jpg,2024-10-14T11:13:28Z,"Serial leaker Sonny Dickson has shared an image on social media purporting to show a case designed for Apple's unannounced iPhone SE 4. The case aligns with most rumors about the device, expected to … [+1907 chars]",,MacRumors
97,Juli Clover,Amazon Launches First Kindle With Color Display,"Amazon today refreshed its popular Kindle e-reader lineup, introducing the first Kindle that has a color display. The $280 Kindle Colorsoft has a 7-inch high-contrast display that Amazon says offers ""paper-like color.""





While Amazon has released tablets w…",https://www.macrumors.com/2024/10/16/amazon-kindle-color-display/,https://images.macrumors.com/t/D0mcyrZ3QpnHKvAeNS0M9TyME_I=/1920x/article-new/2024/10/kindle-colorsoft.jpg,2024-10-16T22:27:32Z,"Amazon today refreshed its popular Kindle e-reader lineup, introducing the first Kindle that has a color display. The $280 Kindle Colorsoft has a 7-inch high-contrast display that Amazon says offers … [+1873 chars]",,MacRumors
98,gnikoloff,Drawing Graphics on Apple Vision with the Metal Rendering API,Drawing graphics efficiently for Apple Vision using the Metal rendering API - gnikoloff/drawing-graphics-on-apple-vision-with-metal-rendering-api,https://github.com/gnikoloff/drawing-graphics-on-apple-vision-with-metal-rendering-api,https://opengraph.githubassets.com/ba143416c4639eec85285c3e93a59360fd2d0f352a822003a2234eae7305f102/gnikoloff/drawing-graphics-on-apple-vision-with-metal-rendering-api,2024-10-15T06:44:44Z,<ol><li>Introduction<ol><li>Why Write This Article?</li><li>Metal</li><li>Compositor Services</li></ol></li><li>Creating and configuring a LayerRenderer<ol><li>Variable Rate Rasterization (Foveation)… [+49011 chars],,Github.com
99,Filipe Espósito,Apple reportedly worked with China’s BYD on batteries for its car project,"The Apple Car project was canceled before it even saw the light of day, and although Apple has never publicly acknowledged the project, we know a lot of details about it thanks to different insiders. Now a new report has revealed details about a partnership b…",https://9to5mac.com/2024/10/16/apple-byd-batteries-for-its-car/,https://i0.wp.com/9to5mac.com/wp-content/uploads/sites/6/2024/01/next-gen-carplay.webp?resize=1200%2C628&quality=82&strip=all&ssl=1,2024-10-16T22:39:08Z,"The Apple Car project was canceled before it even saw the light of day, and although Apple has never publicly acknowledged the project, we know a lot of details about it thanks to different insiders.… [+2121 chars]",,9to5Mac
